,product,brand,type,image,highlight,description,spec,delivery,related
https://bot-hive.com/product/kuka-kr-quantec-300-r2500-ultra-c,['KUKA - KR QUANTEC 300 R2500 Ultra C'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-26_77a555a0-d724-11ea-b351-0f20f31dfaf7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '300kg', 'Reach': ' 2467cm', 'Axis': ' 6', 'Weight': ' 1120kg', 'Repeatability': ' 0.06mm', 'Speed': ' 120.5mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-quantec-270-r2900-ultra-k-f,['KUKA - KR QUANTEC 270 R2900 Ultra K-F'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-24_c5ce24b0-d723-11ea-b351-0f20f31dfaf7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '270kg', 'Reach': ' 2901cm', 'Axis': ' 6', 'Weight': ' 1189kg', 'Repeatability': ' 0.06mm', 'Speed': ' 120.5mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-f,['KUKA - KR QUANTEC 240 R3100 Ultra K-F'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-18_89d92990-d71f-11ea-8a9b-8745ce6071b3.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '240kg', 'Reach': ' 3101cm', 'Axis': ' 6', 'Weight': ' 1198kg', 'Repeatability': ' 0.06mm', 'Speed': ' 130.67mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-quantec-240-r2900-ultra,['KUKA - KR QUANTEC 240 R2900 Ultra'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-14_947d7ed0-d71c-11ea-b644-71c2a723ed3c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '240kg', 'Reach': ' 2896cm', 'Axis': ' 6', 'Weight': ' 1145kg', 'Repeatability': ' 0.06mm', 'Speed': ' 130.67mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-quantec-210-r3100-ultra-1,['KUKA - KR QUANTEC 210 R3100 Ultra'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-8_22b01220-d719-11ea-b644-71c2a723ed3c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '210kg', 'Reach': ' 3027cm', 'Axis': ' 6', 'Weight': ' 1154kg', 'Repeatability': ' 0.06mm', 'Speed': ' 130.67mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-quantec-180-r3500-ultra-k,['KUKA - KR QUANTEC 180 R3500 Ultra K'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-5_0a079470-d717-11ea-b644-71c2a723ed3c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '180kg', 'Reach': ' 3501cm', 'Axis': ' 6', 'Weight': ' 1201kg', 'Repeatability': ' 0.06mm', 'Speed': ' 147.16mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-quantec-180-r3100-prime-k,['KUKA - KR QUANTEC 180 R3100 Prime K'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-9_130416c0-d7bc-11ea-8049-3bfb30e921cb.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC prime is geared towards providing the perfect balance between payload and reach. When it comes to spot welding, it is the market leader. The prime achieves outstanding cycle times due to its robustness and high acceleration rates. \nThe KR QUANTEC prime is virtually unbeatable when it comes to robustness. It has a maximum reach of 2,500 millimeters with a payload of 240 kilograms. Yet it is as streamlined and light as its other family members. As a result, the prime robots are the new performance benchmark in spot welding. As shelf-mounted robots, they are optimized to minimize space requirements and that extends the economical reach range. The foundry variants offer a solution for task involving dusty, wet and hot environments.']","{'Payload': '180kg', 'Reach': ' 3101cm', 'Axis': ' 6', 'Weight': ' 1168kg', 'Repeatability': ' 0.06mm', 'Speed': ' 149.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2700-prime', '1': 'https://bot-hive.com/product/kuka-kr-quantec-150-r3300-prime-k', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2500-prime', '3': 'https://bot-hive.com/product/kuka-kr-quantec-120-r3500-prime-k'}"
https://bot-hive.com/product/kuka-kr-quantec-180-r2900-2-f-2,['KUKA - KR QUANTEC 180 R2900-2 F'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-6_1ccd9fb0-d635-11ea-9b0d-9384f2174e5c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nOptimized portfolio for maximum flexibility and low total cost of ownership\nThe KR QUANTEC portfolio of high payload robots delivers success with the best reach and payload in this category. With an all-purpose design, it is built to work in virtually any market segment, from automotive to foundry to medical – and everything in between. The result: a reliable, versatile and efficient high-quality solution for your production environment. A slimmer modular system supplies flexible robots that are well-matched to their tasks, have fast delivery times and provide a low total cost of ownership – largely through optimized maintenance and a reduced number of spare parts. ']","{'Payload': '180kg', 'Reach': ' 2900cm', 'Axis': ' 6', 'Weight': ' 1105kg', 'Repeatability': ' 0.05mm', 'Speed': ' 149.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-250-r2700-2-c', '1': 'https://bot-hive.com/product/kuka-kr-quantec-250-r2700-2-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2900-2-c', '3': 'https://bot-hive.com/product/kuka-kr-quantec-120-r2700-2-f'}"
https://bot-hive.com/product/kuka-kr-quantec-150-r3100-2,['KUKA - KR QUANTEC 150 R3100-2'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-8_3d03f8f0-d636-11ea-9b0d-9384f2174e5c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nOptimized portfolio for maximum flexibility and low total cost of ownership\nThe KR QUANTEC portfolio of high payload robots delivers success with the best reach and payload in this category. With an all-purpose design, it is built to work in virtually any market segment, from automotive to foundry to medical – and everything in between. The result: a reliable, versatile and efficient high-quality solution for your production environment. A slimmer modular system supplies flexible robots that are well-matched to their tasks, have fast delivery times and provide a low total cost of ownership – largely through optimized maintenance and a reduced number of spare parts. ']","{'Payload': '150kg', 'Reach': ' 3100cm', 'Axis': ' 6', 'Weight': ' 1105kg', 'Repeatability': ' 0.05mm', 'Speed': ' 159.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-250-r2700-2-c', '1': 'https://bot-hive.com/product/kuka-kr-quantec-250-r2700-2-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2900-2-c', '3': 'https://bot-hive.com/product/kuka-kr-quantec-120-r2700-2-f'}"
https://bot-hive.com/product/kuka-kr-quantec-150-r3100-prime-1,['KUKA - KR QUANTEC 150 R3100 Prime'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-7_0a3393f0-d7bb-11ea-8049-3bfb30e921cb.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC prime is geared towards providing the perfect balance between payload and reach. When it comes to spot welding, it is the market leader. The prime achieves outstanding cycle times due to its robustness and high acceleration rates. \nThe KR QUANTEC prime is virtually unbeatable when it comes to robustness. It has a maximum reach of 2,500 millimeters with a payload of 240 kilograms. Yet it is as streamlined and light as its other family members. As a result, the prime robots are the new performance benchmark in spot welding. As shelf-mounted robots, they are optimized to minimize space requirements and that extends the economical reach range. The foundry variants offer a solution for task involving dusty, wet and hot environments.']","{'Payload': '150kg', 'Reach': ' 3095cm', 'Axis': ' 6', 'Weight': ' 1114kg', 'Repeatability': ' 0.06mm', 'Speed': ' 149.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-150-r3300-prime-k', '1': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2500-prime', '2': 'https://bot-hive.com/product/kuka-kr-quantec-120-r3500-prime-k', '3': 'https://bot-hive.com/product/kuka-kr-quantec-210-r2700-prime'}"
https://bot-hive.com/product/kuka-kr-quantec-150-r-3300-prime-k-7,['KUKA - KR Quantec 150 R 3300 Prime K'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/kr-150-r3300-prime-k-tile_31b1fa50-ab12-11ea-9a3c-95dabfec64a8_meta_360x372.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC portfolio of high payload robots delivers success with the best reach and payload in this category. With an all-purpose design, it is built to work in virtually any market segment, from automotive to foundry to medical – and everything in between.']","{'Payload': '200kg', 'Reach': ' 3301cm', 'Axis': ' 6', 'Weight': ' 1184kg', 'Repeatability': ' 0.06mm', 'Speed': ' 149.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-180-r2900-2-f-1', '1': 'https://bot-hive.com/product/kuka-kr-600-fortec-600-r2830', '2': 'https://bot-hive.com/product/kuka-kr-360-fortec-280-r3080-2', '3': 'https://bot-hive.com/product/kuka-kr-agilus-6-r900-ex'}"
https://bot-hive.com/product/kuka-kr-quantec-120-r3200-pa-ho,['KUKA - KR QUANTEC 120 R3200 PA-HO'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-1_bbe0a140-d7b3-11ea-911d-09b12bd3d190.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nOur family of KR QUANTEC PA robots are the fastest, strongest and most precise palletizing robots on the market. Invest in maximum compactness and top process efficiency.\nThe palletizing robots of the KR QUANTEC PA family meet all of today’s automation requirements: minimized space requirements, shorter cycles, maximum availability and low operating costs. Thanks to their slim design, these five-axis robots can reach stack heights of over 2,500 millimeters. The hollow shaft with a diameter of 60 millimeters allows for protected routing of the energy supply.']","{'Payload': '120kg', 'Reach': ' 3195cm', 'Axis': ' 5', 'Weight': ' 1075kg', 'Repeatability': ' 0.06mm', 'Speed': ' 162mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-180-r3200-pa-arctic-1', '1': 'https://bot-hive.com/product/kuka-kr-quantec-180-r3200-pa-ho', '2': 'https://bot-hive.com/product/kuka-kr-quantec-150-r3300-prime-k', '3': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2500-prime'}"
https://bot-hive.com/product/kuka-kr-quantec-120-r3200-pa,['KUKA - KR QUANTEC 120 R3200 PA'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/kuka_kr_120_r3200_pa_cutout_5b433370-d7b3-11ea-911d-09b12bd3d190.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nOur family of KR QUANTEC PA robots are the fastest, strongest and most precise palletizing robots on the market. Invest in maximum compactness and top process efficiency.\nThe palletizing robots of the KR QUANTEC PA family meet all of today’s automation requirements: minimized space requirements, shorter cycles, maximum availability and low operating costs. Thanks to their slim design, these five-axis robots can reach stack heights of over 2,500 millimeters. The hollow shaft with a diameter of 60 millimeters allows for protected routing of the energy supply.']","{'Payload': '120kg', 'Reach': ' 3195cm', 'Axis': ' 5', 'Weight': ' 1075kg', 'Repeatability': ' 0.06mm', 'Speed': ' 162mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-180-r3200-pa-arctic-1', '1': 'https://bot-hive.com/product/kuka-kr-quantec-180-r3200-pa-ho', '2': 'https://bot-hive.com/product/kuka-kr-quantec-150-r3300-prime-k', '3': 'https://bot-hive.com/product/kuka-kr-quantec-240-r2500-prime'}"
https://bot-hive.com/product/kuka-kr-quantec-120-r1800-nano-1,['KUKA - KR QUANTEC 120 R1800 Nano'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-25_b2411650-d64c-11ea-8cd4-878169ff4c54.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC nano is the lightest and most compact robot in our KR QUANTEC series. It is particularly suitable for spot welding tasks and delivers outstanding process results at low investment costs. \nThe KR QUANTEC nano is the smallest and lightest robot in its class. Axis 3, which can swing over to the rear, makes for a large work envelope, with very good accessibility even in confined spaces. This is, for example, extremely helpful for tip dressing.']","{'Payload': '120kg', 'Reach': ' 1803cm', 'Axis': ' 6', 'Weight': ' 684kg', 'Repeatability': ' 0.06mm', 'Speed': ' 192.83mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-iontec-70-r2100-1', '1': 'https://bot-hive.com/product/kuka-kr-quantec-180-r2100-nano-f-exclusive', '2': 'https://bot-hive.com/product/kuka-kr-quantec-120-r2100-nano-f-exclusive', '3': 'https://bot-hive.com/product/kuka-kr-quantec-160-r1570-nano-c'}"
https://bot-hive.com/product/staubli-tx2-60l-1,['Staubli - TX2-60L'],['Stäubli UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/csm_tx2-90-robots-cim-50831-jpg-orig_e7688012f8_2a008ef0-b0aa-11ea-b71f-f3ccff924bcd_meta_1801x1067.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nTX2 industrial robot range\nToday, the collaboration between man and machine is making headway. The benefits of robots in industry are no longer in doubt: every year, robots join new sectors, and their “population” is growing around the world. As they become smarter and perform better, they are finding a place in production alongside humans. \nBut what exactly is that place? And what is the vision behind their work? Humans and robots must work together like a team and not like competitors. Robots should work for the benefit of humans, to spare us tedious tasks and eliminate safety constraints. Eliminating barriers in everyday work, helping humans maintain full control over operations, and adding value to human work within companies, no matter their size or business, that is Stäubli’s philosophy. Today, these pioneering TX2 six-axis collaborative robots with their CS9 controller meet all of these expectations.']","{'Payload': '5kg', 'Reach': ' 920cm', 'Axis': ' 6', 'Weight': ' 52.5kg', 'Repeatability': ' 0.03mm', 'Speed': ' 804.16mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/staubli-tx2-90l-1', '1': 'https://bot-hive.com/product/staubli-rx160l', '2': 'https://bot-hive.com/product/staubli-rx160-hd', '3': 'https://bot-hive.com/product/staubli-rx160'}"
https://bot-hive.com/product/nachi-st166cf-01,['Nachi - ST166CF-01'],['Nachi Robotics Systems Inc.'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/st-cf_70a54c70-e3ad-11ea-b293-9d8f6a482dd5.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nSix-axis articulates construction with excellent flexibility and a large reach make these robots excellent flexibilty for a variety of loading work in large substrate production process.'],"{'Payload': '166kg', 'Reach': ' --', 'Axis': ' 6', 'Weight': ' 1120kg', 'Repeatability': ' 0.2mm', 'Speed': ' 155mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-lp210-01', '1': 'https://bot-hive.com/product/nachi-mc12s-01', '2': 'https://bot-hive.com/product/nachi-mr35-01', '3': 'https://bot-hive.com/product/nachi-mc70-01'}"
https://bot-hive.com/product/nachi-mz07l-01,['Nachi - MZ07L-01'],['Nachi Robotics Systems Inc.'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/mz07_324f4700-e2d1-11ea-8b34-a72fbf8f01d4.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe MZ07 robot series features ultra high-speed motion capability with advanced through-arm dress capabilities to simplify routing of hoses and cables for material handling, assembly, vision and many other task.  Through arm cabling minimizes interference and potential snags with peripheral objects in your work cell, helping to protect pneumatic and signal cables from damage. Boasting an IP67 rating, the MZ07 robot is the fastest in class with unmatched 0.31 second cycle time in standardized speed testing, leading all competitors’ robots. Flexible mounting solutions allow the MZ07 to be floor, wall, or invert mounted to better suit customers’ needs for any given task.  In addition to being the world’s fastest articulated robot, the MZ07 offers the largest working envelope in its class at 723mm with an impressive repeatability of ±0.02mm.   The MZ07L extends the usable work space up to 912mm.  The MZ07 and MZ07L offer full 6-axis articulation while the MZ07P and MZ07LP are specially designed for palletizing task featuring a 5 axis design to simplify teaching palletizing routines by eliminating the J4 axis. ']","{'Payload': '7kg', 'Reach': ' 912cm', 'Axis': ' 6', 'Weight': ' 38kg', 'Repeatability': ' 0.03mm', 'Speed': ' 506.67mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-mz01-01', '1': 'https://bot-hive.com/product/nachi-mr20-02', '2': 'https://bot-hive.com/product/nachi-mc35-01-1', '3': 'https://bot-hive.com/product/nachi-lp210-01'}"
https://bot-hive.com/product/nachi-mr20l-01,['Nachi - MR20L-01'],['Nachi Robotics Systems Inc.'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/mr20_91137930-e39b-11ea-b6a6-87f5a7563e51.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nIs an unique 7 axis robot, especially developed for machine tending, material handling and similar task where the excellent robot motion performing complicated ""behind-the-corner"" motions gives a very powerful tool for machine designers to create a very compact cell. MR20 perform a powerful, very fast robot motion with excellent reach. Available with 20Kg payload as MR20 and 20kg payload with exteded long reach forearm version MR20L.']","{'Payload': '20kg', 'Reach': ' --', 'Axis': ' 7', 'Weight': ' 230kg', 'Repeatability': ' 0.06mm', 'Speed': ' 211.42mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-mr20-02', '1': 'https://bot-hive.com/product/nachi-mc35-01-1', '2': 'https://bot-hive.com/product/nachi-mc12s-01', '3': 'https://bot-hive.com/product/nachi-mr35-01'}"
https://bot-hive.com/product/nachi-mc350-01-3,['Nachi - MC350-01'],['Nachi Robotics Systems Inc.'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/mc470p_f75ef320-e3a7-11ea-ad39-1f07fb130bd2.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe MC280L , MC350 and MC470P is specifically designed for heavy and repetitive lifting tasks from 280 Kg,350 Kg and 470 Kg capacity.  In addition to high payload capacity the MC280L provides extensive reach of 3101 mm while MC350 and MC470P provides an extensive 2771 mm work envelope to perform work on several products or machines simultaneously.  Superior strength, rigidity, and reach allow allow the MC280L, MC350 and MC470P to excel in large scale lifting operations including car bodies,engines,foundry components and many other heavy industrial products.']","{'Payload': '350kg', 'Reach': ' 2771cm', 'Axis': ' 6', 'Weight': ' 1620kg', 'Repeatability': ' 0.2mm', 'Speed': ' 115.83mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-mc280l-01', '1': 'https://bot-hive.com/product/nachi-lp210-01', '2': 'https://bot-hive.com/product/nachi-mc12s-01', '3': 'https://bot-hive.com/product/nachi-mr35-01'}"
https://bot-hive.com/product/nachi-mc10l-01,['Nachi - MC10L-01'],['Nachi Robotics Systems Inc.'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/mc20_5fbbd800-e3a0-11ea-8471-7550a00c1d2d.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nIs a compact, powerful, very fast robot with excellent reach. Top in the class. Available with 20Kg payload as MC20 and 10kg payload with extended forearm version MC10L. Light weight body (only 220kg) allows upside down installations.']","{'Payload': '10kg', 'Reach': ' --', 'Axis': ' 6', 'Weight': ' 225kg', 'Repeatability': ' 0.06mm', 'Speed': ' 301.67mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-mr20-02', '1': 'https://bot-hive.com/product/nachi-mc35-01-1', '2': 'https://bot-hive.com/product/nachi-lp210-01', '3': 'https://bot-hive.com/product/nachi-mc280l-01'}"
https://bot-hive.com/product/kuka-kr-cybertech-8-r2010-2,['Kuka - KR Cybertech 8 R2010-2'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/kr-20-r1810-f-tile_d671c600-abcc-11ea-9ab1-df4a43c62239_meta_168x300.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe industrial robots of the KR CYBERTECH family represent the world’s largest range of models in the low payload category with the greatest power density. They are ideally suited to space-saving cell concepts and provide top performance – with particularly low follow-up costs.'],"{'Payload': '9.8kg', 'Reach': ' 2013cm', 'Axis': ' 6', 'Weight': ' 260kg', 'Repeatability': ' 0.04mm', 'Speed': ' 343mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-quantec-180-r2900-2-f-1', '1': 'https://bot-hive.com/product/kuka-kr-600-fortec-600-r2830', '2': 'https://bot-hive.com/product/kuka-kr-360-fortec-280-r3080-2', '3': 'https://bot-hive.com/product/kuka-kr-agilus-6-r900-ex'}"
