,slug,type,available,bundled,vendor,brand,collections,catalogs,thumbnail,name,summary,description,notices,price,discount,taxCategories,shipping,options,bundles,model_name,weight,dimension,payload,reach,autonomous,warranty,related_doc_url_1,related_doc_url_2,related_doc_url_3,related_doc_url_4,related_doc_url_5,related_doc_url_6,meta
https://www.cobotwebshop.com/en/product/tm-150/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/TM150-MiR2.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/TM150.jpg",{'0': 'TM155 – Top mover'},{'0': 'screw set'},"{'0': 'The Top Mover TM155 enables the mobile robots MiR100 and MiR200 to pick up & deliver objects to our gates, and from there, transport them to e.g. a conveyer belt, enhancing internal logistics.', '1': 'The TM150 with a lifting function is placed above the mobile robot. With its specially designed slats it can merge with our gate modules, connecting the mobile robot with production lines and storage systems. Integrated software and an intelligent touchscreen allow users to adjust to specialized work processes, forming an efficient automation of internal transportation tasks and thus, reducing costs and increasing productivity.', '2': 'Advantages:', '3': '• Safe and reliable transportation of objects – designed according to principles of international safety standards', '4': '• Fits mobile robots MiR100 and MiR200', '5': '• Cost-efficient delivery of payloads up to 153 kg / 338 lbs, freeing staff resources for higher value activities', '6': '• Touch screen with user-friendly interface to easily add customer-specific functions and programs', '7': '• Rubber-lined aluminum slats, making sure that the object is always placed securely on the Top Mover', '8': '• Flexible standard product without the need to change internal workflows or the facility as such', '9': '• Simply set up and running within a few days – providing a complete solution with our gates'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-T-TM'},{},{'Weight': '150.00000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/pro_feeder/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/ProFeeder.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/profeeder-wisselcontainer.jpg",{'0': 'Profeeder'},{'0': 'easyrobotics'},"{'0': 'The ProFeeder is the solution for tending your production machine. It is a compact, mobile and modular robot cell that can be moved easily between the machines in your production line with a pallet truck. It is suitable for small and medium series production. The ProFeeder is delivered with 2 movers with a parts tray. The UR robot is mounted on the ProFeeder and picks parts that are to be processed from the tray.', '1': 'How the ProFeeder works', '2': 'When the parts have been processed, the mover with the parts trays is removed from the robot cell and replaced by a new mover with unprocessed parts. The first mover can now be replenished with unprocessed parts. In the meanwhile, your robot can continue working.', '3': 'ROI is about 1 year, but might be less, depending on the operating time.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-T-PRO'},{},{'Weight': '250 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/ploc-2d/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/PLOC2D-1.jpg,{'0': 'PLOC2D'},{},"{'0': 'This 2D vision system makes object positioning easy: you don’t have to be a vision expert.', '1': 'The PLOC2D can be directly configured for various applications. Think of packing parts from a conveyor belt or feeder system for placing in a machine, sorting objects or for packaging.', '2': 'The system has a metal housing with IP65, a web-based user interface and a locating algorithm for object recognition and locating.', '3': 'Easy configuration with EasyTeach. To integrate the PLOC2D with a cobot, you must first teach it the object. It’s easy, by “painting” it with the EasyTeach tool in the interface.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-PLOC'},{},"{'Weight': '0.50000000 kg', 'Versie': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/eyes-for-robots/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/eyes.png,{'0': 'Eyes for r/cobots'},{},"{'0': 'This flexible and quickly deployable vision system uses 2.5D (combination of camera and laser) and so gives eyes to robots and cobots. Without a vision system, you have to offer a cobot or robot objects that are lined up in a structured way (otherwise the robot arm does not know where to grab the object). The robot arm knows this with a vision system. The addition of laser also shows depth, allowing stacked objects to be found.', '1': 'The vision system only needs only calibration with one image, so you don’t have to teach endless object images. The camera can be mounted on the robot head or externally.', '2': 'Eyes is ideal for sorting a variety of objects, CNC loading and many other Pick & Place applications where orientation is important.', '3': 'The advantages and functions of the OnRobot Eyes', '4': 'The Eyes vision system from OnRobot has also been made suitable for the quick change system of all their products. Eyes can therefore be seamlessly integrated with their grippers and / or F/T sensor.', '5': 'Implementation is fast, so you have minimal downtime for switching to new products or processes. Especially the fact that calibration of one image and recognition of parts only takes a few minutes is a big advantage. Programming is also intuitive and fast.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-Ey'},{},{'Weight': '0.9 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/inspector_p60/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/sick-inspector.png,{'0': 'Inspector PIM60'},{'0': 'systeem'},"{'0': 'Give your robot arm eyes with this vision system. The Inspector PIM60 is Universal+ certified.\xa0 A URCap is available, so that the software can be loaded for cooperation with UR robot arms.', '1': 'This 2D vision system is eminently suitable for use in combination with a UR robot arm for applications such as:', '2': 'The set consists of the camera and cabling. Several filters and a Flex Dome can be used as an option for a better light exposure.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-SP60'},{},"{'Weight': '1.00000000 kg', 'Opties PIM Inspector': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/robotiq-wrist-camera/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/2d-vision-r.png,{'0': 'Wrist camera'},{},"{'0': 'The Wrist Camera from Robotiq offers a Plug + Play vision system for Universal Robots in your factory. With a setup time of 30 minutes, it locates objects on a work surface without any coding. Give the robot arm eyes with this vision system. The Wrist camera is Universal + certified. There is an URCap present, so that the software can be loaded to work together with UR robot arms.', '1': 'Alternative: Sensopart v10', '2': 'The Robotiq camera is the simple, user-friendly option to locate parts that work exclusively with Universal Robots. With the Wrist Camera you don’t have to make expensive, adjusted fixtures to present your parts.', '3': 'With all the software embedded in the robot controller and the easiest user interface on the market, anyone can teach a component and program a task.', '4': 'The Robotiq wrist camera is perfectly suitable for all UR models with controller 3.1+. No custom wiring and no external PC are required to set up, program or execute the camera.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-RWC'},{},{'Weight': '1 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/vision-32l-laser/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/2-5D.jpg,{'0': 'iAVS-XZ32L'},"{'0': 'systeem', '1': 'VanRooij-e.d.s.e'}","{'0': 'Camera combi with laser', '1': 'Ethernet based camera (TCP/IP), 32 bits integreded DSP, 512Mb RAM, 2 digital inputs, 2 digitale outputs, exposure synchronous output, C Mount, incl. software, cable set consisting ofa 5m power/Ethernet and 5m digitale I/O, 10.2mm lens, red filter, interface print, laser 660nm, 20°.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-32L'},{},{'Weight': '3 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/vision-60l-laser/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/2-5D.jpg,{'0': 'iA VS-FH60L'},"{'0': 'camera', '1': 'systeem'}","{'0': 'Camera combi with laser', '1': 'Ethernet based camera (TCP/IP), 32 bits integreded DSP, 32Mb RAM, 2 digital inputs, 2 digitale outputs, exposure synchronous output, C Mount, incl. software, cable set consisting ofa 5m power/Ethernet and 5m digitale I/O, 10.2mm lens, red filter, interface print, laser 660nm, 20°.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-60L'},{},{'Weight': '3.00000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/2d-vision-sensor-v10/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/sensopart-v10.jpg,{'0': '2D vision Visor v10'},"{'0': 'visionsysteem', '1': 'Visor'}","{'0': 'Give the robot arm eyes with this vision system. The V10 is Universal + certified. There is an URCap present, so the software can be loaded into the teach pendant and work together with UR robot arms.', '1': 'Suitable for', '2': 'The vision camera has integrated software and can communicate with PCs and PLC. The camera can be set up quickly and easily with the supplied software. Equipped with LED in white, red, infrared or UV as standard.', '3': 'The image resolution is adjustable for objects that pass the camera at high speed. The trigger sensor can be used to take a photo at the right time.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-SP'},{},{'Weight': '160 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/ntc_e10/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/NTC-10E-2.jpg,{'0': 'NTC-E10'},{},"{'0': 'The NTC-E10 is a accurate and robust magnetic tool changer with an optional I/O coupling module. The unique use of an electro-permanent magnet discards the need for pneumatic equipment, and can be connected directly to the robot’s tool I/O. Simply supply power to demagnetize the tool changer and detach the tool flange. The optional I/O coupling, can further enable tool-changing between electrical grippers. For applications unsuited for pneumatics, the NTC-E10 is the perfect choice.', '1': 'The tool changer can be used with all r/cobots. A URCap is available for the UR cobots. The capacity of the exchanger is 10kg.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-W-NTC'},{},{'Weight': '0.517 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/fingertips-3fg15/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/3fg-xfingertip.jpg,{'0': 'Fingertips 3FG15'},{},"{'0': 'With these fingertips, the gripper is (better) able to lift round shapes or shapes with an edge.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-FT315'},{},{'Weight': '0.02 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/gripper-fingertips/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/rg6-xfingertips.jpg,{'0': 'Fingertips'},{},"{'0': 'Suitable for OnRobot RG2 and RG6 grippers.', '1': 'Each set includes the necessary screws.', '2': 'Please indicate for which gripper'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'Choose an option', '2': 'Choose an option'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-FT'},{},"{'Weight': '0.02 kg', 'Vorm': '', 'Type grijper': '', 'lengte': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/angle-bracket/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/90-beugel.jpg,{'0': 'Angle bracket'},{},"{'0': 'This bracket can be used with all OnRobot End-of-Arm tools. With this you can, for example, mount 2 grippers on a cobot to double the handling speed.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-FT'},{},{'Weight': '0.5 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/surface-finishing-kit/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/surface-finishing-kit.jpg,{'0': 'Surface finishing kit'},{},"{'0': 'Use the same tools you are used to for finishing your products. Whether it concerns:', '1': 'Mount the tool to the UR cobot and automate one of the toughest and dirtiest jobs. With the', '2': 'You can save hours of programming and increase quality and productivity without the physical effort.', '3': 'The Path Generator from Finishing Copilot saves you hours of programming. Learn a finishing path on a flat surface using only 4 variable waypoints that adapt to the size of the part. Add custom moves specific to your process in no time.', '4': 'Program complex finishing trajectories by learning fewer than 10 waypoints. The Finishing Copilot generates a full path and applies consistent force on every cycle, whether on a curved (6 waypoints) or spherical (9 waypoints) surface.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-UK-SF'},{},{'Weight': '0.5 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/cleaning-station-gecko/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/cleaning-station-gecko.jpg,{'0': 'Cleaning station'},{},"{'0': 'Gecko grippers work because millions of nano hairs create a negative pressure on the smooth surface on which they are pressed. The ‘pads’ on the grippers need to be cleaned occasionally. This is possible with this cleaning station which has been specifically developed for this type of grippers.', '1': 'Characteristics', '2': '• Removes build-up of grip-inhibiting particulate matter', '3': '• Integrates into robot program for autonomous cleaning', '4': '• Easy installation onto robot workspace', '5': '• Operated by the motion of the robotic arm', '6': '• Does not require any direct wiring', '7': '• Easy-to-clean and easy-to-replace roller cartridges'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-SS-CS'},{},{'Weight': '1 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/or-quartets/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/kwartetspel-olmiarobotics-s.jpg,{'0': 'Quartets'},{},"{'0': 'Play the Olmia Robotics quartets game!', '1': 'Collect all cobots, grippers, vision systems. The game consists of 36 cards (9 quartets).'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-KW'},{},{'Weight': '0.30000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/control-board-terminal-kit/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/control-board-terminal-kit-sm.png,{'0': 'UR control board terminal kit'},{},{'0': 'For the UR CB3 cobots'},"[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-UR-CB'},{},{'Weight': '1.00000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sandingkit/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/Sandingkit-Robotiq.jpg,{'0': 'Sanding Kit'},{},"{'0': 'Automate sanding tasks the easy way with the only hardware & software sanding solution for Universal Robots. Prefend end worker injuries by using this kit.', '1': 'Teach six waypoints and let Finishing Copilot generate a complete path and apply constant force at each cycle.', '2': 'Supported Materials:', '3': 'Grits: 60, 80, 120, 320, 400'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'RO-SA-KI'},{},{'Weight': '3 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/service-maintenance-contract/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/cobotservice.jpg,{'0': 'Service contract'},{},"{'0': 'Reachable on phone during office hours; via Whatsapp after hours.', '1': 'Guaranteed on location in the Netherlands within 24 hours', '2': 'The complete content and terms and conditions of this contract can be downloaded on the 2nd tab. Ofcourse, we could imagine you have need for higher service requirements, for example if you have a 24/7 production. Contact us if you need a customized service contract.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-SC'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/usb-stick/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/OR-usb.png,{'0': 'USB stick'},"{'0': 'merchandise', '1': 'olmia robotics'}","{'0': 'This USB stick (with Olmia Robotics logo) is a compact, foldable USB stick with a storage capacity of 8 GB. Suitable for transferring (cobot) files quickly and easily.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-USB'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/aluminum-joint-covers-ur/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/URkappen-OR-scaled.jpg,{'0': 'Aluminum Joint Covers'},{},"{'0': 'Set of 6 anodized aluminum caps, engraved with the Olmia Robotics logo, for the joints of cobots from Universal Robots. To give your cobot a different look.', '1': 'UR3 of UR3e, UR5 of UR5e'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'UR3 of UR3e', '2': 'UR5 of UR5e'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-ZK'},{},"{'Weight': '2.00000000 kg', 'Welke UR cobot heb je?': 'UR3 of UR3e, UR5 of UR5e'}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/pen-merchandise-blue-engraved/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/pennen01-OR-scaled.jpg,{'0': 'Pen'},"{'0': 'olmia robotics', '1': 'pen'}",{'0': 'Luxurious blue pen with the Olmia Robotics logo.\xa0The stylus cap to operate telephones (or teach pendants) is on the click system of the pen.'},"[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-P'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/engraved-beer-glass/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/Bierglas02-OR-scaled.jpg,{'0': 'Beer glass'},"{'0': 'bier', '1': 'bierglas'}",{'0': 'A nice glass for drinking your favorite specialty beer. The glass is printed with the Olmia Robotics logo.'},"[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-BG'},{},{'Weight': '0.20000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/mini-air-mattress-merchandise-blue/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/luchtbedje-opgeblazen1-OR-scaled.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/luchtbedje-ingepakt-OR-scaled.jpg",{'0': 'miniature air mattress'},"{'0': 'merchandise', '1': 'olmia robotics'}","{'0': 'This inflatable mattress has a transparant window and a handy carrying cord. The air mattress is blue and contains the Olmia Robotics logo in white.', '1': 'Dimensions: 31 cm x 10 cm x 68 cm'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-ML'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/black-mug-programmeerheld/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/mokken01-OR-scaled.jpg,{'0': 'Mug programmeerheld (programming hero)'},"{'0': 'merchandise', '1': 'olmia robotics'}","{'0': 'A black mug with the Olmia Robotics logo and the text “programmeerheld” (programming hero). Ideal for your coffee, tea or other drinks.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-M-MP'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/teach_pendant_ure/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/teachpendant-URe-series-los-kopen.jpg,{'0': 'Teach pendant UR e-series'},{},"{'0': 'Do you have a broken of defect screen for your UR cobot? You can replace it yourself with the teach pendant service kit. We could also send our service engineer of Olmia Robotics to do it for you, feel free to\xa0contact\xa0us.', '1': 'To prevent it from happening again: order a teach pendant\xa0protector.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-TPE'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/mir_spareparts/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/mir1-2-5.jpg,{'0': 'MiR spare parts'},"{'0': 'automated mobile robot', '1': 'reserveonderdelen'}","{'0': 'All spare parts of the MiR AMRs can be ordered. Separate or as a service set. Parts that can be ordered are:', '1': 'Indicate on the form which part you need and for which type of MiR.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-AGV-SP'},{},{'Weight': '5.00000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/hex_adapter/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/serviceset-optoforce-adapter-screws.jpg,{'0': 'HEX adapter & screws'},{},{'0': 'A service set for the HEX-E and HEX-H consisting of the adapter plate and screw set.'},"[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-HEX-AS'},{},{'Weight': '2 kg'},{},{},{},{},{},{},{},{},{},{},object
